Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
500.454,TraderOne,Tick,2821,2786,35,-35,149400,149900,39370,-155170,-165670,OK
500.719,TraderOne,Tick,2821,2786,35,-35,149400,149900,39370,-155170,-165670,OK
500.985,TraderOne,Tick,2821,2796,25,-25,150400,149900,39220,-158020,-150520,OK
501.313,TraderOne,Tick,2821,2796,25,-25,150400,149900,39220,-158020,-150520,OK
501.532,TraderOne,Tick,2821,2796,25,-25,150400,149900,39220,-158020,-150520,OK
501.704,TraderOne,Tick,2821,2796,25,-25,150400,149900,39220,-158020,-150520,OK
501.954,TraderOne,Tick,2821,2796,25,-25,150400,149900,39220,-158020,-150520,OK
502.282,TraderOne,Tick,2821,2796,25,-25,150400,149900,39220,-158020,-150520,OK
502.547,TraderOne,Tick,2821,2801,20,-20,149700,149900,39145,-159945,-163945,OK
502.75,TraderOne,Tick,2831,2801,30,-30,149600,150200,39445,-158245,-167245,OK
503.016,TraderOne,Tick,2835,2801,34,-34,149900,150200,39385,-156985,-167185,OK
503.204,TraderOne,Tick,2835,2801,34,-34,149900,150200,39385,-156985,-167185,OK
503.469,TraderOne,Tick,2835,2808,27,-27,150000,150200,39280,-158980,-164380,OK
503.75,TraderOne,Tick,2843,2808,35,-35,150000,150200,39160,-157260,-164260,OK
503.954,TraderOne,Tick,2843,2808,35,-35,150000,150200,39160,-157260,-164260,OK
504.282,TraderOne,Tick,2843,2808,35,-35,150000,150200,39160,-157260,-164260,OK
504.454,TraderOne,Tick,2843,2808,35,-35,150000,150200,39160,-157260,-164260,OK
504.797,TraderOne,Tick,2843,2818,25,-25,149800,150200,39010,-159110,-166610,OK
504.954,TraderOne,Tick,2853,2818,35,-35,149400,150200,38860,-156960,-167460,OK
505.266,TraderOne,Tick,2853,2818,35,-35,149400,150200,38860,-156960,-167460,OK
505.547,TraderOne,Tick,2853,2818,35,-35,149400,150200,38860,-156960,-167460,OK
505.766,TraderOne,Tick,2853,2818,35,-35,149400,150200,38860,-156960,-167460,OK
505.969,TraderOne,Tick,2853,2818,35,-35,149400,150200,38860,-156960,-167460,OK
506.25,TraderOne,Tick,2853,2818,35,-35,149400,150200,38860,-156960,-167460,OK
506.469,TraderOne,Tick,2863,2818,45,-45,150600,150200,39161,-153261,-139761,OK
506.75,TraderOne,Tick,2863,2818,45,-45,150600,150200,39161,-153261,-139761,OK
507.079,TraderOne,Tick,2863,2818,45,-45,150600,150200,39161,-153261,-139761,OK
507.297,TraderOne,Tick,2863,2820,43,-43,150400,150200,39131,-153831,-145231,OK
507.469,TraderOne,Tick,2863,2830,33,-33,150400,150200,39432,-158132,-151532,OK
507.813,TraderOne,Tick,2873,2830,43,-43,150400,150200,39733,-155433,-146833,OK
508.0,TraderOne,Tick,2873,2830,43,-43,150400,151000,39733,-155433,-168333,OK
508.282,TraderOne,Tick,2883,2830,53,-53,150400,151000,40034,-150734,-166634,OK
508.454,TraderOne,Tick,2883,2830,53,-53,150400,151000,40034,-150734,-166634,OK
508.75,TraderOne,Tick,2883,2830,53,-53,150400,151000,40034,-150734,-166634,OK
508.954,TraderOne,Tick,2883,2830,53,-53,150400,151000,40034,-150734,-166634,OK
509.297,TraderOne,Tick,2883,2840,43,-43,150400,151000,40335,-154035,-166935,OK
509.469,TraderOne,Tick,2883,2840,43,-43,150400,151000,40335,-154035,-166935,OK
509.704,TraderOne,Tick,2883,2840,43,-43,150400,151000,40335,-154035,-166935,OK
510.016,TraderOne,Tick,2883,2840,43,-43,150400,151000,40335,-154035,-166935,OK
510.219,TraderOne,Tick,2883,2840,43,-43,150400,151000,40335,-154035,-166935,OK
510.5,TraderOne,Tick,2883,2840,43,-43,150400,151000,40335,-154035,-166935,OK
510.766,TraderOne,Tick,2883,2850,33,-33,150300,151000,40185,-157885,-167785,OK
511.016,TraderOne,Tick,2883,2860,23,-23,150600,151000,40486,-160186,-167086,OK
511.204,TraderOne,Tick,2883,2860,23,-23,150600,151000,40486,-160186,-167086,OK
511.485,TraderOne,Tick,2883,2860,23,-23,150600,151000,40486,-160186,-167086,OK
511.782,TraderOne,Tick,2883,2860,23,-23,150800,151000,40486,-160186,-164786,OK
511.954,TraderOne,Tick,2883,2860,23,-23,150600,151000,40486,-160186,-167086,OK
512.266,TraderOne,Tick,2883,2860,23,-23,150600,151000,40486,-160186,-167086,OK
512.532,TraderOne,Tick,2883,2860,23,-23,150600,151000,40486,-160186,-167086,OK
512.704,TraderOne,Tick,2893,2860,33,-33,150400,151000,40335,-158035,-167935,OK
513.0,TraderOne,Tick,2893,2867,26,-26,150700,151000,40230,-160030,-167830,OK
513.204,TraderOne,Tick,2893,2867,26,-26,150700,151000,40230,-160030,-167830,OK
513.532,TraderOne,Tick,2893,2867,26,-26,150700,150900,40230,-160030,-165230,OK
513.735,TraderOne,Tick,2893,2867,26,-26,150700,150900,40230,-160030,-165230,OK
514.047,TraderOne,Tick,2903,2867,36,-36,150500,151400,40532,-158332,-169132,OK
514.25,TraderOne,Tick,2913,2867,46,-46,150800,151400,40834,-154634,-168434,OK
514.5,TraderOne,Tick,2913,2867,46,-46,150800,151300,40834,-154634,-168434,OK
514.75,TraderOne,Tick,2913,2867,46,-46,151000,151300,40834,-154634,-168434,OK
514.954,TraderOne,Tick,2913,2867,46,-46,151000,151300,40834,-154634,-168434,OK
515.266,TraderOne,Tick,2913,2867,46,-46,151000,151300,40834,-154634,-168434,OK
515.454,TraderOne,Tick,2913,2867,46,-46,151000,151300,40834,-154634,-168434,OK
515.75,TraderOne,Tick,2913,2867,46,-46,151000,151200,40834,-154634,-163834,OK
515.985,TraderOne,Tick,2913,2867,46,-46,151000,151200,40834,-154634,-163834,OK
516.297,TraderOne,Tick,2913,2867,46,-46,151000,151000,40834,-154634,-154634,OK
516.547,TraderOne,Tick,2913,2877,36,-36,151000,151000,40683,-157483,-157483,OK
516.782,TraderOne,Tick,2913,2877,36,-36,151000,151000,40683,-157483,-157483,OK
517.0,TraderOne,Tick,2913,2877,36,-36,151000,151000,40683,-157483,-157483,OK
517.235,TraderOne,Tick,2913,2877,36,-36,151000,151000,40683,-157483,-157483,OK
517.516,TraderOne,Tick,2913,2877,36,-36,151000,151000,40683,-157483,-157483,OK
517.704,TraderOne,Tick,2913,2877,36,-36,151000,151000,40683,-157483,-157483,OK
518.0,TraderOne,Tick,2913,2877,36,-36,151000,151400,40683,-157483,-168283,OK
518.266,TraderOne,Tick,2923,2877,46,-46,151000,151500,40985,-153785,-167585,OK
518.454,TraderOne,Tick,2933,2877,56,-56,151100,151500,41287,-148187,-164987,OK
518.75,TraderOne,Tick,2933,2877,56,-56,151100,151500,41287,-148187,-164987,OK
518.954,TraderOne,Tick,2933,2887,46,-46,151100,151500,41589,-153489,-167289,OK
519.235,TraderOne,Tick,2933,2887,46,-46,151100,151500,41589,-153489,-167289,OK
519.532,TraderOne,Tick,2933,2897,36,-36,151100,151500,41891,-157791,-168591,OK
519.75,TraderOne,Tick,2933,2897,36,-36,151100,151500,41891,-157791,-168591,OK
519.969,TraderOne,Tick,2933,2897,36,-36,151100,151500,41891,-157791,-168591,OK
520.266,TraderOne,Tick,2943,2897,46,-46,151200,151500,42193,-155093,-168893,OK
520.5,TraderOne,Tick,2943,2897,46,-46,151200,151500,42193,-155093,-168893,OK
520.735,TraderOne,Tick,2943,2897,46,-46,151200,151500,42193,-155093,-168893,OK
520.969,TraderOne,Tick,2943,2897,46,-46,151200,151600,42193,-155093,-168893,OK
521.297,TraderOne,Tick,2943,2897,46,-46,151200,151600,42193,-155093,-168893,OK
521.516,TraderOne,Tick,2943,2897,46,-46,151200,151600,42193,-155093,-168893,OK
521.766,TraderOne,Tick,2953,2897,56,-56,151000,151700,42495,-151395,-168195,OK
522.016,TraderOne,Tick,2963,2897,66,-66,151100,151700,42797,-146697,-166497,OK
522.235,TraderOne,Tick,2963,2907,56,-56,151100,151700,43099,-152999,-169799,OK
522.454,TraderOne,Tick,2963,2917,46,-46,151100,151700,43401,-158301,-172101,OK
522.766,TraderOne,Tick,2973,2917,56,-46,150900,151500,43250,-1669150,-170950,OK
523.047,TraderOne,Tick,2983,2917,66,-66,151000,151500,43099,-148999,-168799,OK
523.282,TraderOne,Tick,2983,2927,56,-56,151000,151500,43401,-155301,-172101,OK
523.454,TraderOne,Tick,2983,2934,49,-56,151100,151500,43295,902505,-172695,OK
523.75,TraderOne,Tick,2993,2934,59,-59,151200,151500,43597,-156397,-174097,OK
524.0,TraderOne,Tick,2993,2934,59,-59,151300,151500,43597,-156397,-168197,OK
524.282,TraderOne,Tick,2993,2934,59,-59,151300,151500,43597,-156397,-168197,OK
524.532,TraderOne,Tick,3003,2934,69,-69,151200,151500,43446,-151246,-171946,OK
524.75,TraderOne,Tick,3003,2934,69,-69,151300,151900,43446,-151246,-171946,OK
525.016,TraderOne,Tick,3013,2934,79,-79,151300,151900,43749,-145549,-169249,OK
525.266,TraderOne,Tick,3013,2934,79,-79,151300,151900,43749,-145549,-169249,OK
525.5,TraderOne,Tick,3013,2944,69,-69,151200,151900,44051,-151851,-172551,OK
525.766,TraderOne,Tick,3013,2944,69,-69,151200,151900,44051,-151851,-172551,OK
526.047,TraderOne,Tick,3013,2944,69,-69,151200,151900,44051,-151851,-172551,OK
526.219,TraderOne,Tick,3013,2954,59,-59,151100,151700,44353,-158153,-175853,OK
526.5,TraderOne,Tick,3013,2954,59,-59,151100,151700,44353,-158153,-175853,OK
526.75,TraderOne,Tick,3013,2957,56,-59,151300,151700,44308,295792,-176108,OK
527.047,TraderOne,Tick,3013,2957,56,-56,151300,151700,44308,-159308,-176108,OK
527.219,TraderOne,Tick,3013,2957,56,-56,151300,151700,44308,-159308,-176108,OK
527.5,TraderOne,Tick,3013,2957,56,-56,151300,151700,44308,-159308,-176108,OK
527.797,TraderOne,Tick,3013,2957,56,-56,151300,151700,44308,-159308,-176108,OK
527.954,TraderOne,Tick,3013,2957,56,-56,151300,151700,44308,-159308,-176108,OK
528.204,TraderOne,Tick,3013,2957,56,-56,151300,151700,44308,-159308,-176108,OK
528.454,TraderOne,Tick,3013,2957,56,-56,151300,151700,44308,-159308,-176108,OK
528.704,TraderOne,Tick,3013,2957,56,-56,151300,151400,44308,-159308,-164908,OK
529.0,TraderOne,Tick,3013,2967,46,-46,151000,151400,44610,-163610,-177410,OK
529.282,TraderOne,Tick,3013,2967,46,-46,151000,151400,44610,-163610,-177410,OK
529.547,TraderOne,Tick,3013,2967,46,-46,151000,151200,44610,-163610,-172810,OK
529.735,TraderOne,Tick,3013,2977,36,-36,151000,151200,44912,-166912,-174112,OK
529.954,TraderOne,Tick,3013,2987,26,-26,151000,151200,45214,-169214,-174414,OK
530.266,TraderOne,Tick,3013,2997,16,-16,151000,151200,45516,-171516,-174716,OK
530.485,TraderOne,Tick,3013,2997,16,-16,151000,151200,45516,-171516,-174716,OK
530.813,TraderOne,Tick,3013,2997,16,-16,151000,151400,45516,-171516,-176316,OK
531.0,TraderOne,Tick,3013,2997,16,-16,151000,150900,45516,-171516,-169916,OK
531.282,TraderOne,Tick,3013,3007,6,-6,150800,150900,45818,-171918,-172518,OK
531.516,TraderOne,Tick,3013,3007,6,-6,150800,150900,45818,-171918,-172518,OK
531.813,TraderOne,Tick,3013,3007,6,-6,150800,150900,45818,-171918,-172518,OK
532.047,TraderOne,Tick,3013,3017,-4,4,151500,151000,45667,-171767,-172967,OK
532.204,TraderOne,Tick,3013,3017,-4,4,151500,151000,45667,-171767,-172967,OK
532.547,TraderOne,Tick,3013,3017,-4,4,151500,151000,45667,-171767,-172967,OK
532.75,TraderOne,Tick,3013,3017,-4,4,151500,151000,45667,-171767,-172967,OK
532.985,TraderOne,Tick,3023,3017,6,-6,150800,150900,45516,-173616,-174216,OK
533.204,TraderOne,Tick,3023,3017,6,-6,150800,150900,45516,-173616,-174216,OK
533.485,TraderOne,Tick,3023,3017,6,-6,150800,150900,45516,-173616,-174216,OK
533.782,TraderOne,Tick,3023,3017,6,-6,150800,150900,45516,-173616,-174216,OK
533.954,TraderOne,Tick,3023,3025,-2,2,150900,150900,45395,-173495,-173495,OK
534.235,TraderOne,Tick,3023,3035,-12,12,151400,150900,45244,-172344,-175944,OK
534.516,TraderOne,Tick,3023,3035,-12,12,151400,150700,45244,-172344,-175944,OK
534.75,TraderOne,Tick,3023,3035,-12,12,151400,150700,45244,-172344,-175944,OK
535.0,TraderOne,Tick,3023,3045,-22,22,151400,150700,45093,-170193,-176793,OK
535.219,TraderOne,Tick,3026,3045,-19,19,150900,150700,45048,-171048,-174848,OK
535.532,TraderOne,Tick,3026,3045,-19,19,150900,150700,45048,-171048,-174848,OK
535.704,TraderOne,Tick,3026,3045,-19,19,150900,150700,45048,-171048,-174848,OK
535.969,TraderOne,Tick,3026,3045,-19,19,150900,150900,45048,-171048,-171048,OK
536.235,TraderOne,Tick,3026,3045,-19,19,150900,150800,45048,-171048,-172948,OK
536.547,TraderOne,Tick,3026,3045,-19,19,150900,150800,45048,-171048,-172948,OK
536.735,TraderOne,Tick,3033,3045,-12,12,150800,150700,44942,-172342,-173542,OK
536.969,TraderOne,Tick,3043,3045,-2,12,150600,150800,44791,-1681191,-172791,OK
537.235,TraderOne,Tick,3043,3045,-2,2,150600,150800,44791,-174191,-173791,OK
537.485,TraderOne,Tick,3043,3045,-2,2,150600,150800,44791,-174191,-173791,OK
537.75,TraderOne,Tick,3043,3045,-2,2,150600,151100,44791,-174191,-173591,OK
538.0,TraderOne,Tick,3043,3045,-2,2,150600,151100,44791,-174191,-173591,OK
538.219,TraderOne,Tick,3043,3045,-2,2,150600,151100,44791,-174191,-173591,OK
538.5,TraderOne,Tick,3043,3045,-2,2,150600,151100,44791,-174191,-173591,OK
538.797,TraderOne,Tick,3053,3055,-2,2,151500,151000,44489,-173889,-174489,OK
539.016,TraderOne,Tick,3053,3065,-12,12,151500,150900,44338,-171738,-175338,OK
539.282,TraderOne,Tick,3053,3065,-12,12,151500,150900,44338,-171738,-175338,OK
539.5,TraderOne,Tick,3053,3065,-12,12,151500,150900,44338,-171738,-175338,OK
539.782,TraderOne,Tick,3053,3065,-12,12,151500,150900,44338,-171738,-175338,OK
540.0,TraderOne,Tick,3053,3065,-12,12,151500,150900,44338,-171738,-175338,OK
540.219,TraderOne,Tick,3053,3065,-12,12,151500,150900,44338,-171738,-175338,OK
540.5,TraderOne,Tick,3053,3065,-12,12,151500,150900,44338,-171738,-175338,OK
540.735,TraderOne,Tick,3053,3065,-12,12,151500,150900,44338,-171738,-175338,OK
541.047,TraderOne,Tick,3053,3065,-12,12,151500,151000,44338,-171738,-175338,OK
541.219,TraderOne,Tick,3053,3065,-12,12,151500,151100,44338,-171738,-175338,OK
541.469,TraderOne,Tick,3053,3075,-22,22,151600,151400,44187,-172587,-176987,OK
541.704,TraderOne,Tick,3063,3075,-12,12,151600,151800,44490,-175890,-173490,OK
541.969,TraderOne,Tick,3073,3075,-2,2,151600,151800,44793,-175193,-174793,OK
542.282,TraderOne,Tick,3083,3075,8,-8,151600,151800,45096,-174496,-176096,OK
542.547,TraderOne,Tick,3093,3075,18,-18,151600,151900,45399,-174799,-180199,OK
542.782,TraderOne,Tick,3103,3075,28,-28,151600,152000,45702,-172102,-180502,OK
543.0,TraderOne,Tick,3113,3075,38,-38,151600,152000,46005,-169405,-180805,OK
543.282,TraderOne,Tick,3123,3075,48,-48,151600,152000,46308,-166708,-181108,OK
543.547,TraderOne,Tick,3123,3075,48,-48,151400,152000,46308,-166708,-181108,OK
543.75,TraderOne,Tick,3123,3075,48,-48,151600,152500,46308,-166708,-181108,OK
544.047,TraderOne,Tick,3133,3075,58,-58,151800,152500,46612,-161012,-178412,OK
544.266,TraderOne,Tick,3133,3075,58,-58,151800,152500,46612,-161012,-178412,OK
544.5,TraderOne,Tick,3133,3075,58,-58,151800,152500,46612,-161012,-178412,OK
544.735,TraderOne,Tick,3133,3075,58,-58,152000,152500,46612,-161012,-178412,OK
545.016,TraderOne,Tick,3133,3075,58,-58,152000,152600,46612,-161012,-178412,OK
545.25,TraderOne,Tick,3133,3075,58,-58,152000,152400,46612,-161012,-178412,OK
545.485,TraderOne,Tick,3133,3075,58,-58,152200,152400,46612,-161012,-172612,OK
545.75,TraderOne,Tick,3133,3075,58,-58,152200,152400,46612,-161012,-172612,OK
546.016,TraderOne,Tick,3133,3075,58,-58,152200,152400,46612,-161012,-172612,OK
546.25,TraderOne,Tick,3133,3085,48,-48,152200,152400,46916,-166316,-175916,OK
546.485,TraderOne,Tick,3133,3085,48,-48,152200,152400,46916,-166316,-175916,OK
546.688,TraderOne,Tick,3133,3085,48,-48,152200,152400,46916,-166316,-175916,OK
546.954,TraderOne,Tick,3133,3085,48,-48,152200,152400,46916,-166316,-175916,OK
547.282,TraderOne,Tick,3133,3085,48,-48,152200,152400,46916,-166316,-175916,OK
547.547,TraderOne,Tick,3133,3085,48,-48,152200,152400,46916,-166316,-175916,OK
547.782,TraderOne,Tick,3133,3085,48,-48,152200,152400,46916,-166316,-175916,OK
547.985,TraderOne,Tick,3143,3085,58,-58,152300,152400,47221,-162621,-168421,OK
548.266,TraderOne,Tick,3143,3085,58,-58,152300,152400,47221,-162621,-168421,OK
548.563,TraderOne,Tick,3143,3095,48,-48,152200,152400,47525,-165925,-175525,OK
548.797,TraderOne,Tick,3143,3105,38,-38,152300,152400,47373,-169773,-173573,OK
548.954,TraderOne,Tick,3143,3105,38,-38,152300,152400,47373,-169773,-173573,OK
549.266,TraderOne,Tick,3143,3105,38,-38,152300,152400,47373,-169773,-173573,OK
549.547,TraderOne,Tick,3143,3105,38,-38,152300,152500,47373,-169773,-177373,OK
549.704,TraderOne,Tick,3143,3115,28,-28,152100,152700,47221,-174621,-183021,OK
550.016,TraderOne,Tick,3153,3115,38,-38,152300,152700,47526,-170926,-182326,OK
550.25,TraderOne,Tick,3163,3115,48,-48,152400,152700,47831,-167231,-181631,OK
550.5,TraderOne,Tick,3163,3115,48,-48,152400,152700,47831,-167231,-181631,OK
550.75,TraderOne,Tick,3163,3115,48,-48,152400,152700,47831,-167231,-181631,OK
550.985,TraderOne,Tick,3163,3115,48,-48,152400,152700,47831,-167231,-181631,OK
551.219,TraderOne,Tick,3163,3115,48,-48,152400,153000,47831,-167231,-181631,OK
551.516,TraderOne,Tick,3173,3115,58,-58,152400,153000,48136,-162536,-179936,OK
551.766,TraderOne,Tick,3173,3115,58,-58,152400,153000,48136,-162536,-179936,OK
552.047,TraderOne,Tick,3173,3115,58,-58,152400,153000,48136,-162536,-179936,OK
552.25,TraderOne,Tick,3173,3115,58,-58,152400,153000,48136,-162536,-179936,OK
552.516,TraderOne,Tick,3173,3135,38,-48,152800,153000,47831,1354769,-182831,OK
552.797,TraderOne,Tick,3183,3135,48,-48,153000,153600,48137,-176537,-190937,OK
552.954,TraderOne,Tick,3193,3135,58,-58,153000,153600,48443,-170843,-188243,OK
553.219,TraderOne,Tick,3193,3135,58,-58,153000,153600,48443,-170843,-188243,OK
553.563,TraderOne,Tick,3203,3135,68,-68,153000,153600,48290,-166690,-187090,OK
553.704,TraderOne,Tick,3203,3135,68,-68,153000,153600,48290,-166690,-187090,OK
553.969,TraderOne,Tick,3203,3145,58,-58,153300,153600,48137,-172537,-189937,OK
554.219,TraderOne,Tick,3203,3145,58,-58,153300,153600,48137,-172537,-189937,OK
554.547,TraderOne,Tick,3203,3155,48,-48,153300,153600,48443,-177843,-192243,OK
554.75,TraderOne,Tick,3203,3155,48,-48,153300,153600,48443,-177843,-192243,OK
555.0,TraderOne,Tick,3203,3165,38,-38,153300,153600,48290,-179690,-191090,OK
555.204,TraderOne,Tick,3203,3165,38,-38,153300,153600,48290,-179690,-191090,OK
555.5,TraderOne,Tick,3203,3165,38,-38,153300,153200,48290,-179690,-175890,OK
555.719,TraderOne,Tick,3203,3165,38,-38,153300,153200,48290,-179690,-175890,OK
555.954,TraderOne,Tick,3203,3165,38,-38,153300,153200,48290,-179690,-175890,OK
556.25,TraderOne,Tick,3203,3165,38,-38,153300,153300,48290,-179690,-179690,OK
556.547,TraderOne,Tick,3213,3165,48,-48,152900,153300,48596,-175996,-190396,OK
556.75,TraderOne,Tick,3213,3175,38,-38,153100,153600,48443,-183843,-195243,OK
557.0,TraderOne,Tick,3223,3175,48,-48,153300,153600,48750,-180150,-194550,OK
557.204,TraderOne,Tick,3233,3175,58,-58,153300,153600,49057,-176457,-193857,OK
557.454,TraderOne,Tick,3233,3175,58,-58,153300,153600,49057,-176457,-193857,OK
557.75,TraderOne,Tick,3233,3175,58,-58,153300,153600,49057,-176457,-193857,OK
557.985,TraderOne,Tick,3233,3175,58,-58,153300,153600,49057,-176457,-193857,OK
558.25,TraderOne,Tick,3233,3175,58,-58,153300,153600,49057,-176457,-193857,OK
558.532,TraderOne,Tick,3233,3175,58,-58,153300,153600,49057,-176457,-193857,OK
558.75,TraderOne,Tick,3233,3175,58,-58,153300,153600,49057,-176457,-193857,OK
558.985,TraderOne,Tick,3233,3185,48,-48,153200,153600,49363,-180763,-195163,OK
559.219,TraderOne,Tick,3233,3185,48,-48,153200,153600,49363,-180763,-195163,OK
559.516,TraderOne,Tick,3236,3185,51,-51,153300,153600,49317,-179517,-194817,OK
559.766,TraderOne,Tick,3236,3195,41,-41,153200,153600,49164,-186364,-198664,OK
560.0,TraderOne,Tick,3246,3195,51,-51,153300,153600,49471,-182671,-197971,OK
560.297,TraderOne,Tick,3254,3195,59,-59,153200,153600,49348,-178548,-196248,OK
560.547,TraderOne,Tick,3254,3195,59,-59,153400,153600,49348,-178548,-190348,OK
560.704,TraderOne,Tick,3254,3195,59,-59,153400,153600,49348,-178548,-190348,OK
561.032,TraderOne,Tick,3264,3195,69,-69,153100,153600,49195,-173395,-194095,OK
561.282,TraderOne,Tick,3264,3205,59,-59,153500,154200,49042,-182242,-199942,OK
561.532,TraderOne,Tick,3264,3215,49,-49,153800,154400,48888,-190088,-204788,OK
561.797,TraderOne,Tick,3264,3215,49,-49,153900,154400,48888,-190088,-204788,OK
562.0,TraderOne,Tick,3274,3215,59,-59,154000,154400,49196,-186396,-204096,OK
562.266,TraderOne,Tick,3274,3215,59,-59,154000,154600,49196,-186396,-204096,OK
562.516,TraderOne,Tick,3274,3215,59,-59,154000,154900,49196,-186396,-204096,OK
562.75,TraderOne,Tick,3284,3215,69,-69,154100,154900,49504,-181704,-202404,OK
563.016,TraderOne,Tick,3284,3215,69,-69,154100,154900,49504,-181704,-202404,OK
563.297,TraderOne,Tick,3284,3215,69,-69,154100,154600,49504,-181704,-202404,OK
563.516,TraderOne,Tick,3284,3225,59,-59,153900,154600,49812,-187012,-204712,OK
563.766,TraderOne,Tick,3284,3235,49,-49,154200,154700,49658,-193858,-208558,OK
563.954,TraderOne,Tick,3284,3235,49,-49,154200,154700,49658,-193858,-208558,OK
564.25,TraderOne,Tick,3284,3235,49,-49,154200,154900,49658,-193858,-208558,OK
564.547,TraderOne,Tick,3294,3235,59,-59,154200,154900,49967,-191167,-208867,OK
564.704,TraderOne,Tick,3294,3235,59,-59,154100,154900,49967,-191167,-208867,OK
565.032,TraderOne,Tick,3294,3235,59,-59,154100,154900,49967,-191167,-208867,OK
565.25,TraderOne,Tick,3294,3235,59,-59,154100,154900,49967,-191167,-208867,OK
565.454,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
565.735,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
566.047,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
566.266,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
566.469,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
566.782,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
567.016,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
567.235,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
567.454,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
567.797,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
568.032,TraderOne,Tick,3294,3235,59,-59,154100,154700,49967,-191167,-208867,OK
568.297,TraderOne,Tick,3294,3235,59,-59,154100,154400,49967,-191167,-208867,OK
568.485,TraderOne,Tick,3294,3235,59,-59,154100,154400,49967,-191167,-208867,OK
568.766,TraderOne,Tick,3294,3245,49,-49,154400,154400,49813,-196013,-196013,OK
569.047,TraderOne,Tick,3294,3245,49,-49,154400,154400,49813,-196013,-196013,OK
569.282,TraderOne,Tick,3304,3245,59,-59,154000,154700,49659,-189859,-207559,OK
569.485,TraderOne,Tick,3304,3245,59,-59,154000,154700,49659,-189859,-207559,OK
569.813,TraderOne,Tick,3304,3253,51,-51,154300,154700,49536,-193736,-209036,OK
570.016,TraderOne,Tick,3304,3253,51,-51,154300,154700,49536,-193736,-209036,OK
570.235,TraderOne,Tick,3304,3253,51,-51,154300,154700,49536,-193736,-209036,OK
570.5,TraderOne,Tick,3304,3253,51,-51,154300,154700,49536,-193736,-209036,OK
570.735,TraderOne,Tick,3304,3253,51,-51,154300,154700,49536,-193736,-209036,OK
570.985,TraderOne,Tick,3304,3253,51,-51,154300,154700,49536,-193736,-209036,OK
571.25,TraderOne,Tick,3304,3263,41,-41,154600,155300,49382,-203582,-215882,OK
571.469,TraderOne,Tick,3314,3263,51,-51,154800,155500,49691,-198891,-214191,OK
571.719,TraderOne,Tick,3324,3263,61,-61,155000,155600,50001,-193201,-211501,OK
572.0,TraderOne,Tick,3324,3263,61,-61,155000,155700,50001,-193201,-211501,OK
572.204,TraderOne,Tick,3324,3273,51,-51,155100,155700,49846,-200046,-215346,OK
572.547,TraderOne,Tick,3324,3273,51,-51,155100,155700,49846,-200046,-215346,OK
572.797,TraderOne,Tick,3324,3273,51,-51,155200,155700,49846,-200046,-215346,OK
573.032,TraderOne,Tick,3334,3273,61,-61,155200,155700,50156,-195356,-213656,OK
573.266,TraderOne,Tick,3344,3273,71,-61,155000,155700,50001,-1745201,-209501,OK
573.5,TraderOne,Tick,3344,3283,61,-61,155700,155700,50311,-197511,-197511,OK
573.75,TraderOne,Tick,3344,3283,61,-61,155000,155700,50311,-197511,-215811,OK
573.969,TraderOne,Tick,3344,3283,61,-61,155000,155700,50311,-197511,-215811,OK
574.25,TraderOne,Tick,3344,3283,61,-61,155000,155500,50311,-197511,-215811,OK
574.5,TraderOne,Tick,3344,3283,61,-61,155000,155300,50311,-197511,-215811,OK
574.797,TraderOne,Tick,3344,3293,51,-51,154900,155300,50621,-201821,-217121,OK
575.047,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
575.204,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
575.516,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
575.75,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
575.969,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
576.204,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
576.469,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
576.782,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
577.047,TraderOne,Tick,3354,3293,61,-61,154600,155300,50466,-196666,-214966,OK
577.204,TraderOne,Tick,3354,3303,51,-51,154700,155100,50775,-202975,-218275,OK
577.5,TraderOne,Tick,3354,3313,41,-41,154800,155300,50620,-208820,-221120,OK
